street_path,best_aerial_path,match_count
data/fusion/train/images/street/train/street_0303.png,data/fusion/train/images/aerial/aerial_0144.png,43
data/fusion/train/images/street/train/street_0304.png,data/fusion/train/images/aerial/aerial_0013.png,46
data/fusion/train/images/street/train/street_0305.png,data/fusion/train/images/aerial/aerial_0274.png,54
data/fusion/train/images/street/train/street_0306.png,data/fusion/train/images/aerial/aerial_0393.png,51
data/fusion/train/images/street/train/street_0307.png,data/fusion/train/images/aerial/aerial_0375.png,37
data/fusion/train/images/street/train/street_0308.png,data/fusion/train/images/aerial/aerial_0321.png,47
data/fusion/train/images/street/train/street_0309.png,data/fusion/train/images/aerial/aerial_0393.png,49
data/fusion/train/images/street/train/street_0310.png,data/fusion/train/images/aerial/aerial_0274.png,46
data/fusion/train/images/street/train/street_0311.png,data/fusion/train/images/aerial/aerial_0393.png,41
data/fusion/train/images/street/train/street_0312.png,data/fusion/train/images/aerial/aerial_0020.png,50
data/fusion/train/images/street/train/street_0313.png,data/fusion/train/images/aerial/aerial_0282.png,51
data/fusion/train/images/street/train/street_0314.png,data/fusion/train/images/aerial/aerial_0014.png,51
data/fusion/train/images/street/train/street_0315.png,data/fusion/train/images/aerial/aerial_0180.png,50
data/fusion/train/images/street/train/street_0316.png,data/fusion/train/images/aerial/aerial_0393.png,44
data/fusion/train/images/street/train/street_0317.png,data/fusion/train/images/aerial/aerial_0384.png,40
data/fusion/train/images/street/train/street_0318.png,data/fusion/train/images/aerial/aerial_0172.png,54
data/fusion/train/images/street/train/street_0319.png,data/fusion/train/images/aerial/aerial_0128.png,45
data/fusion/train/images/street/train/street_0320.png,data/fusion/train/images/aerial/aerial_0376.png,45
data/fusion/train/images/street/train/street_0321.png,data/fusion/train/images/aerial/aerial_0043.png,56
data/fusion/train/images/street/train/street_0322.png,data/fusion/train/images/aerial/aerial_0136.png,53
data/fusion/train/images/street/train/street_0323.png,data/fusion/train/images/aerial/aerial_0293.png,53
data/fusion/train/images/street/train/street_0324.png,data/fusion/train/images/aerial/aerial_0393.png,52
data/fusion/train/images/street/train/street_0325.png,data/fusion/train/images/aerial/aerial_0014.png,53
data/fusion/train/images/street/train/street_0326.png,data/fusion/train/images/aerial/aerial_0413.png,52
data/fusion/train/images/street/train/street_0327.png,data/fusion/train/images/aerial/aerial_0413.png,47
data/fusion/train/images/street/train/street_0328.png,data/fusion/train/images/aerial/aerial_0275.png,44
data/fusion/train/images/street/train/street_0329.png,data/fusion/train/images/aerial/aerial_0172.png,36
